woloxer_id,month,amount_of_messages,sentiment
U02F84QRD,2014-08,6,0.9300394654
U02HVLG67,2014-10,7,0.42677316070000004
U1H5TNLS1,2016-06,1,0.7671359181
U0HH4A1PZ,2016-01,15,0.2205903381
U0HH4A1PZ,2016-12,10,0.7017313838
U0HH4A1PZ,2017-01,2,0.8856702447
U0HH4A1PZ,2016-04,2,0.22880581020000001
U0HH4A1PZ,2016-09,1,0.9385945797
U5DG76D7V,2017-05,2,0.9916232228
U5DG76D7V,2017-07,1,0.9856359959000001
U5DG76D7V,2017-06,1,0.9856359959000001
U5PH04BT8,2017-06,9,0.3125759065
U5PH04BT8,2017-07,5,0.8844026923
U57EJ2A5Q,2017-06,3,0.9775748253000001
U57EJ2A5Q,2017-05,6,0.6690987945
U57EJ2A5Q,2017-07,1,0.9765328765000001
U5VPUDFA7,2017-06,4,0.9756748080000001
U5VPUDFA7,2017-07,11,0.0862480998
U5N0SMS91,2017-06,1,0.9761007428
U61TP13P0,2017-06,1,0.7871974111000001
U04MT00CP,2015-10,11,0.0272111446
U04MT00CP,2015-11,10,0.7826047540000001
U04MT00CP,2015-12,4,0.4407429397
U04MT00CP,2015-09,12,0.2759813964
U04MT00CP,2015-08,8,0.0559541769
U04MT00CP,2015-07,8,0.24666151400000003
U04MT00CP,2015-05,3,0.6860932708
U0MPZ9GES,2016-08,2,0.6161305308
U0MPZ9GES,2016-04,1,0.4769339859
U0MPZ9GES,2016-09,1,0.4468924701
U04A8RMDY,2016-02,11,0.0875704512
U04A8RMDY,2015-11,5,0.7673447728
U04A8RMDY,2016-01,15,0.0868185982
U04A8RMDY,2015-08,1,0.2730257511
U04A8RMDY,2015-12,2,0.25692498680000003
U04A8RMDY,2015-07,2,0.4607129991
U04A8RMDY,2016-03,2,0.060066618
U04A8RMDY,2015-10,2,0.6081873178
U054JU098,2015-12,6,0.9379044771
U054JU098,2016-02,3,0.8607366085
U054JU098,2015-10,8,0.9895267487
U054JU098,2015-11,4,0.9969882369
U054JU098,2015-07,4,0.9975124002
U054JU098,2015-06,8,0.7963719368000001
U054JU098,2015-09,1,0.9846069813
U054JU098,2015-08,4,0.6079301834
U03AMPT0Y,2015-01,7,0.2313976288
U0C256PPT,2015-10,7,0.2554228008
U0C256PPT,2016-03,17,0.1843448132
